name,price,stock_quantity,category,image_url
GCI Outdoor Freestyle Rocker Portable Rocking Chair & Outdoor Camping Chair,69.99,100,Outdoor Recreation,https://m.media-amazon.com/images/I/810-amKdmJL._AC_UL320_.jpg
"252-LCT100 Lens Cleaning Towelette Dispenser, Large",15.33,102,Camera & Photo,https://m.media-amazon.com/images/I/71Q9x946ogL._AC_UL320_.jpg
Sonos Beam Gen 2 (Black),499.00,82,Home Audio & Theater Products,https://m.media-amazon.com/images/I/51keCnOr4gL._AC_UL320_.jpg
Sun Heart Shape Zircon Inlaid Thick Chain Choker 18K Gold Electroplated Hip Hop Minimalist Common Luxury Style Neutral Necklace,7.20,69,Women's Jewelry,https://m.media-amazon.com/images/I/41NcITgWBoL._AC_UL320_.jpg
"Hanes Women's Value, Low Cut Soft Moisture-Wicking Socks, 10-Packs",10.47,17,Sports & Fitness,https://m.media-amazon.com/images/I/91UKjqtiXhL._AC_UL320_.jpg
Women's Snow Boots Anti-Slip Waterproof Outdoor Shoes Winter Snow Boots Warm Fur Lined Comfortable Shoes for Women,49.99,109,Women's Shoes,https://m.media-amazon.com/images/I/710YF1P7ktL._AC_UL320_.jpg
"Xbox Wireless Headset – Xbox Series X|S, Xbox One, and Windows Devices",91.79,72,Video Games,https://m.media-amazon.com/images/I/51ODvrKqxTL._AC_UY218_.jpg
"ELEJEWEL Mothers Day Gifts Preserved Real Roses with I Love You Necklace Gifts for Mom Gifts for Wife Girlfriend Mom and Grandma, Anniversary Birthday Gifts for Her (Red)",25.39,90,Home Decor Products,https://m.media-amazon.com/images/I/611a22UuNUL._AC_UL320_.jpg
"Wireless Earbuds, Bluetooth 5.3 Earphones with 4 HD ENC Noise Canceling Mic, 42H Playtime, Bluetooth Sport Headphones Touch Control with LED Display, In Ear Wireless Headphones for Android iOS Black",29.99,120,Headphones & Earbuds,https://m.media-amazon.com/images/I/71FbxVUAVyL._AC_UL320_.jpg
Amazing Base Loose Mineral Powder,48.00,22,Makeup,https://m.media-amazon.com/images/I/81herqO6MxL._AC_UL320_.jpg
"Pretend Makeup Kit for Toddlers Girls, Kids Pretend Play Makeup Set for Little Girls, Fake Toy Makeup Set with Cosmetic Case & Jewelry Set, Present Gift for Kids Girls Age 3 4 5+ ( Fake Makeup )",17.99,112,Toys & Games,https://m.media-amazon.com/images/I/71M0sVB5BOL._AC_UL320_.jpg
"Orchard Toys Moose, Farmyard Heads & Tails Game. A First Matching Activity That develops into a Fun Game. 24 Chunky Cards. Age 18 Months+. 1-4 Players",8.79,38,Toys & Games,https://m.media-amazon.com/images/I/815dZ3BKOTL._AC_UL320_.jpg
"Men's Boxer Briefs, Soft and Breathable Cotton Underwear with ComfortFlex Waistband, Multipack",21.98,65,Men's Clothing,https://m.media-amazon.com/images/I/81ZBOce1WwL._AC_UL320_.jpg
"KOKODI LCD Writing Tablet, 10 Inch Colorful Toddler Doodle Board Drawing Tablet, Erasable Reusable Electronic Drawing Pads, Educational and Learning Toy for 3-6 Years Old Boy and Girls",19.99,120,Toys & Games,https://m.media-amazon.com/images/I/71JXJ0I9e-L._AC_UL320_.jpg
GCI Outdoor Freestyle Rocker XL Portable Folding Rocking Chair and Outdoor Camping Chair,74.99,12,Outdoor Recreation,https://m.media-amazon.com/images/I/81hS94EVh1L._AC_UL320_.jpg
6 Pack Sports Dri-Fit Moisture Wicking Athletic Crew Socks Red Yellow Blue Green Purple Orange White,24.50,142,Men's Clothing,https://m.media-amazon.com/images/I/A1HHNjD9idL._AC_UL320_.jpg
"10 inch Android 13 Tablet, 8GB+128GB 1TB Expand, 2 in 1 Tablets with Keyboard, Case, Mouse, Stylus, 1280x800 IPS Touch Screen, 2.0GHz Quad-Core, WiFi 6, Bluetooth5.0, Dual Camera (Black)",79.99,16,Computers & Tablets,https://m.media-amazon.com/images/I/71ha2aZcAYL._AC_UL320_.jpg
"Silicone Spatulas, 8.5 inch Small Rubber Spatula Seamless One Piece Design Heat Resistant Non-Stick Flexible Scrapers Baking Mixing Tool (5 Pieces)",14.99,140,Kitchen & Dining,https://m.media-amazon.com/images/I/61+bAgq0ppL._AC_UL320_.jpg
"Women's Small Crossbody Shoulder Bags, Clutch Purses Wristlet Phone Wallet for Women with Credit Card Holder",24.49,144,Women's Handbags,https://m.media-amazon.com/images/I/71enJWwnzIL._AC_UL320_.jpg
"Women's Joggers Pants Lightweight Athletic Leggings Tapered Lounge Pants for Workout, Yoga, Running",28.99,57,Women's Clothing,https://m.media-amazon.com/images/I/615YipeumnL._AC_UL320_.jpg
Performance Cushion Crew Socks with Band (6 Pairs),27.00,29,Men's Clothing,https://m.media-amazon.com/images/I/A17Fo2nQyRL._AC_UL320_.jpg
"Xbox Core Wireless Controller – Carbon Black – Xbox Series X|S, Xbox One, and Windows Devices",49.99,145,Video Games,https://m.media-amazon.com/images/I/61h4J5s0pBL._AC_UY218_.jpg
Raycon The Everyday Bluetooth Wireless Earbuds with Microphone- Stereo Sound in-Ear Bluetooth Headset True Wireless Earbuds 32 Hours Playtime (Matte Black),79.99,23,Headphones & Earbuds,https://m.media-amazon.com/images/I/61RGAsH2ljL._AC_UL320_.jpg
"ToiletTree Products Oral Irrigator by Poseidon Portable and Cordless Water Flosser (w/Charging Cradle, Black)",39.95,79,Beauty & Personal Care,https://m.media-amazon.com/images/I/51KIQooUMzL._AC_UL320_.jpg
"Bolsius White Pillar Candles – 2x6 Unscented Candle Set of 20 – Dripless, Smokeless, and Clean Burning Household Dinner Candles – Perfect for Weddings, Parties, Dinners – 20 Decorative Candles",64.99,78,Home Decor Products,https://m.media-amazon.com/images/I/61Ieb9gblrL._AC_UL320_.jpg
"2PCS Replacement Tips for TOVENDOR Electric Water Flosser (F5020D), Dental Oral Irrigator Nozzle (White)",6.99,111,Beauty & Personal Care,https://m.media-amazon.com/images/I/413AP1y248L._AC_UL320_.jpg
"Busy Board - Montessori Toys for 2 Year Old Girl Bithday Gift - 7 in 1 Preschool Learning Activities with Life Skill, Alphabet, Number, Shape, Color, Animal, Weather - Toddler Travel Toys",29.99,104,Toys & Games,https://m.media-amazon.com/images/I/81hcIJU+MhL._AC_UL320_.jpg
"Hotel Grade Queen Size Cooling Bed Pillows: Set of 2, Down Alternative Microfiber Fill - Specially Designed for Side, Back & Stomach Sleepers, Providing Breathable and Skin-Friendly Comfort",32.99,127,Bedding,https://m.media-amazon.com/images/I/51186-EODyL._AC_UL320_.jpg
"COMPLETE COMPLEXION CARE Squalane & Probiotic Gentle Face Cleanser | Daily Moisturizing Face Wash for Dry & Sensitive Skin | Fragrance Free, Paraben Free | Cruelty-Free & Vegan | 9.0 Fl Oz",29.00,141,Skin Care Products,https://m.media-amazon.com/images/I/610qIKcGIqL._AC_UL320_.jpg
"AEPOALUA Nightstand with Charging Station,Small Bedside Table with Drawer,White Night Stand,Bedside Furniture,End Table with Gold Frame,Drawer Dresser for Bedroom,Living Room",69.99,115,Furniture,https://m.media-amazon.com/images/I/71WLNnK8PXL._AC_UL320_.jpg
"HP 17 Laptop, 17.3” HD+ Display, 11th Gen Intel Core i3-1125G4 Processor, 16GB RAM, 1TB SSD, Wi-Fi, HDMI, Webcam, Windows 11 Home, Silver",506.00,27,Computers & Tablets,https://m.media-amazon.com/images/I/71CDSpds6jL._AC_UL320_.jpg
"Graco Premium Crib & Toddler Mattress – GREENGUARD Gold Certified, CertiPUR-US Certified Foam, Machine Washable, Water-Resistant and Removable Cover, Fits Standard Full-Size Crib and Toddler Bed",89.99,61,Bedding,https://m.media-amazon.com/images/I/61LDqg9OgSL._AC_UL320_.jpg
"TOTCLEAR Dark Spot Remover for Face, Underarm Cream, Armpit, Neck, Back, Legs, Elbows, Private Areas, Quality Plant-Based Ingredients,Intimate Areas,60ML",14.99,23,Skin Care Products,https://m.media-amazon.com/images/I/71FlLjSlSHL._AC_UL320_.jpg
"Mens Recovery Sandals Orthotic Thick Cushion Open Toe Sport Slides, Reduces Stress on Feet With Comfortable Plantar Fasciitis, Joints & Back Post-Exercise",27.99,58,Men's Shoes,https://m.media-amazon.com/images/I/61WDAoi8P8L._AC_UL320_.jpg
"WINCASE Gold Towel Bar, Adjustable Crystal Towel Holder, Golden Finished Bathroom Single Towel Racks Rail Wall Mounted",36.99,98,Furniture,https://m.media-amazon.com/images/I/61Yjk+ioFjL._AC_UL320_.jpg
ZWO ASI120MM-MINI 1.2 MP CMOS Monochrome Astronomy Camera with USB 2.0# ASI120MM-MINI,173.00,18,Camera & Photo,https://m.media-amazon.com/images/I/71lwqebm0jL._AC_UL320_.jpg
"Seamless Women Underwear Thongs,No Show Ladies Thong,No Line Breathable Comfortable Panties Undies for Women 5-Pack",12.79,115,Women's Clothing,https://m.media-amazon.com/images/I/71qPgS2SfXL._AC_UL320_.jpg
True HEPA AP-1512HH Replacement Filter for AP-1512HH Air Purifier 3304899 with 2 Carbon Filters,23.98,6,Home Appliances,https://m.media-amazon.com/images/I/81Ji076TenL._AC_UL320_.jpg
"FNJO Magnetic Tiles, 100PCS Building Blocks, Magnets Building Set, STEM Toys Christmas Toy Gift for Kids Boys and Girls",49.99,130,Toys & Games,https://m.media-amazon.com/images/I/81vKBSNHAcL._AC_UL320_.jpg
"HP Latest Stream 14'' HD Laptop, Intel Celeron Processor, 4GB Memory, 64GB eMMC, Fast Charge, HDMI, Up to 11 Hours Long Battery Life, Office 365 1-Year, Win S, Microfiber Bundle, Pink Gold 4GB RAM",229.99,106,Computers & Tablets,https://m.media-amazon.com/images/I/61nNxVrSatL._AC_UL320_.jpg
"Soundodo Wireless Earbuds for Tv Listening Watching with 5.1 Transmitter Charging Dock,2023 New TWS Ture Wireless Earbuds for tv with Transmitter Set,Optical,3.5mm AUX,RCA,Plug n Play,60ft Long Range",79.00,77,Headphones & Earbuds,https://m.media-amazon.com/images/I/61AfSZ6o5VL._AC_UL320_.jpg
"Samsung Galaxy Buds Live, Wireless Earbuds w/Active Noise Cancelling, Mystic Black, International Version",68.50,62,Headphones & Earbuds,https://m.media-amazon.com/images/I/61noNa-QbFL._AC_UL320_.jpg
"1 Year Old Girl Gifts, Piano Mat Baby Toys for 1 Year Old Girl, 2 in 1 Toddler Music Mat with Keyboard & Drum, Early Educational Musical Toys First Birthday Gifts for 1 2 Year Old Girls & Boys",24.99,9,Learning & Education Toys,https://m.media-amazon.com/images/I/81IRuBSjOsL._AC_UL320_.jpg
"FineDine 5 Deep Nesting Mixing Bowls with Lids for Kitchen Storage , Cooking Food, Baking, Breading, Salad or Meal Prep - Silver Stainless Steel - Large",32.99,20,Kitchen & Dining,https://m.media-amazon.com/images/I/81SgvuYq9+L._AC_UL320_.jpg
"Amazon Aware Balancing Face Moisturizer with Licorice Root Extract & Vitamin C, Vegan, Cucumber, Dermatologist Tested, Oily to Combination Skin, 1.7 fl oz",5.75,139,Skin Care Products,https://m.media-amazon.com/images/I/61HFo4rYkQL._AC_UL320_.jpg
Impossible/Polaroid Color Glossy Instant Film for Polaroid Originals I-Type OneStep2 Camera - 2-Pack,39.99,78,Camera & Photo,https://m.media-amazon.com/images/I/71dE1rhmfPL._AC_UL320_.jpg
"BISSELL EUCALYPTUS MINT DEMINERALIZED STEAM MOP WATER, Surface Type: Hard Floors; Sealed Wood Floors, 32 ounces, 1392, WHITE",6.99,66,Home Appliances,https://m.media-amazon.com/images/I/71dkHUtLBRL._AC_UL320_.jpg
Acid Free Archival Film Bag Album Film Protector Storage Box Archival 3 Ring Binder for Printfile Standard 135 35mm 120 4x5 8x10 Negative Pages Film Bag,22.99,127,Camera & Photo,https://m.media-amazon.com/images/I/61G9rI9r8DL._AC_UL320_.jpg
OneOdio Wired Over Ear Headphones Studio Monitor & Mixing DJ Stereo Headsets with 50mm Neodymium Drivers and 1/4 to 3.5mm Jack for AMP Computer Recording Podcast Keyboard Guitar Laptop - Black,31.99,78,Headphones & Earbuds,https://m.media-amazon.com/images/I/811RreTN3rL._AC_UL320_.jpg
"36 Pairs Gold Earrings Set for Women Girls, Fashion Pearl Chain Link Stud Drop Dangle Earrings Multipack Hoop Earring Packs, Hypoallergenic Earrings for Birthday Party Jewelry Gift",17.99,105,Women's Jewelry,https://m.media-amazon.com/images/I/81ho8aIItXL._AC_UL320_.jpg
High Waisted Body Shaper Shorts Shapewear for Women Tummy Control Thigh Slimming Technology,25.99,36,Women's Clothing,https://m.media-amazon.com/images/I/71cJRK7sMLL._AC_UL320_.jpg
"2021 Apple iPad 9th Gen (10.2 inch, Wi-Fi + Cellular, 64GB) Space Gray (Renewed)",309.00,124,Computers & Tablets,https://m.media-amazon.com/images/I/41filLhjgtL._AC_UL320_.jpg
"bravokids LCD Writing Tablet for Kids, 8.5 Inch Toddler Doodle Board Drawing Tablet, Educational and Learning Toys Unicorn Toys, Christmas Birthday Gifts for 3 4 5 6 7 Year Old Girls Boys (Purple)",18.99,71,Toys & Games,https://m.media-amazon.com/images/I/71KE2YR41zL._AC_UL320_.jpg
Unisex-Adult Adilette Clog Slide Sandal,49.99,4,Men's Shoes,https://m.media-amazon.com/images/I/61DouGlK6mL._AC_UL320_.jpg
"Aproca Hard Storage Travel Protective Case, for Canon EOS Rebel T7 DSLR Camera and Lens",22.99,105,Camera & Photo,https://m.media-amazon.com/images/I/71VitEwB9fL._AC_UL320_.jpg
"Razer Leviathan V2 X: PC-soundbar-with Full-Range Drivers - Compact Design - Chroma RGB - USB Type C Power-and Audio Delivery - Bluetooth 5.0-for PC,-Laptop, Smartphones, Tablets-&Nintendo Switch",99.99,88,Home Audio & Theater Products,https://m.media-amazon.com/images/I/61wdvpbe5vL._AC_UL320_.jpg
TUZIL Rug Gripper 16 Pack Double Sided Non-Slip Rug Pads Rug Tape Stickers,14.99,71,Home Decor Products,https://m.media-amazon.com/images/I/71+O4vhkFYL._AC_UL320_.jpg
Women's Terrex AX4 Sneaker - Hiking Shoe,49.93,117,Men's Shoes,https://m.media-amazon.com/images/I/81IusNGNYBL._AC_UL320_.jpg
"Sunrise Alarm Clock Wake Up Light for Kids, Adults, Heavy Sleepers with Dual Alarms, Snooze, Sleep Aid with 7 Nature Sounds, Alarm Clocks for Bedrooms with 8 Colors Night light, FM Radio, Gift Ideas",39.95,116,Home Audio & Theater Products,https://m.media-amazon.com/images/I/51-CRU3ZuoL._AC_UL320_.jpg
"GoPro HERO10 Black (Hero 10) - Waterproof Action Camera with Front LCD and Touch Rear Screens, New GP2 Engine, 5K HD Video, 23MP Photos, Live Streaming, 64GB Extreme Pro Card and Extra Battery",343.00,100,Camera & Photo,https://m.media-amazon.com/images/I/71whusjN11L._AC_UL320_.jpg
"Aligner Remover Tool 15 Pieces, Clear Aligner Removal Tool for Invisible Removable Braces, Oral Care Disassembly Accessories Compatible with Removable Braces,Aligners,Retainers,Dentures (5 Colors)",8.88,26,Beauty & Personal Care,https://m.media-amazon.com/images/I/61drV3u4xNL._AC_UL320_.jpg
"Elite Basketball Socks,running socks,Athletic Socks,Compression Cushion Socks for Men & Women",18.99,10,Men's Clothing,https://m.media-amazon.com/images/I/61W3IvB05NL._AC_UL320_.jpg
"HOOBRO Dining Table Set, Bar Table and Chairs Set, Bar Stools, 3-Piece Breakfast Table for Kitchen, Living Room, Party Room BF75CZ01G1",99.99,82,Furniture,https://m.media-amazon.com/images/I/71uuCIrJ+xL._AC_UL320_.jpg
"Toddler Children 360 U Shaped Toothbrush Kid Age 2-6&2-4&4-7&6-8 Yr All Rounded Teeth Brush Head Pack, Easy Circular Wide 3 Side Foam Manual Boy Girl Full Whole Mouth Guard Cepillo Dental Para Niños",9.99,67,Beauty & Personal Care,https://m.media-amazon.com/images/I/71rijYhnf1L._AC_UL320_.jpg
"ETUDE Dear Darling Water Gel Tint Plum Red #PK002 (21AD)| Long-lasting Effect up with Fruity, Juicy, Moist, and Vivid coloring",8.00,112,Makeup,https://m.media-amazon.com/images/I/417roO+3U9L._AC_UL320_.jpg
Men's Moab 2 Mid Gtx Hiking Boot,84.95,94,Men's Shoes,https://m.media-amazon.com/images/I/81jdgHd4ABS._AC_UL320_.jpg
"19 in 1 Dinosaur Truck Toys for Kids 3-5,Tyrannosaurus Car Toy with 15 Dino Figures,Large Activity Play Mat, Dinosaur Eggs, Dinosaur Play Set for Boys and Girls,Christmas Xmax,Stocking Stuffers",19.99,146,Toys & Games,https://m.media-amazon.com/images/I/81d8c3QPCxL._AC_UL320_.jpg
Mens 3 Pack Fleece Active Athletic Workout Jogger Sweatpants for Men with Zipper Pocket and Drawstring Size S-3XL,39.99,146,Men's Clothing,https://m.media-amazon.com/images/I/91XUMIlN-fL._AC_UL320_.jpg
Gold Bracelet Sets for Women Girls 14K Real Gold Chain Dainty Link Paperclip Bracelets Stake Adjustable Layered Metal Link Bracelet Set Fashion Jewelry,15.99,83,Women's Jewelry,https://m.media-amazon.com/images/I/71t6WC5kPuL._AC_UL320_.jpg
Corsair RM750e (2023) Fully Modular Low-Noise Power Supply - ATX 3.0 & PCIe 5.0 Compliant - 105°C-Rated Capacitors - 80 Plus Gold Efficiency - Modern Standby Support - Black,99.99,69,Computer Components,https://m.media-amazon.com/images/I/71XeKGayJaL._AC_UL320_.jpg
Men's Athletic Cushioned Crew Socks with Arch Compression for a Secure Fit (6-Pair),14.99,66,Outdoor Recreation,https://m.media-amazon.com/images/I/71F-nTsDyuL._AC_UL320_.jpg
"Gold Glass Rolling Bar Serving Cart Home on Lockable Wheels, Wine Drink Liquor Cart Stand for Home Kitchen Storage Club Party, Christmas, New Year",119.99,111,Furniture,https://m.media-amazon.com/images/I/61Zc45x7dIL._AC_UL320_.jpg
"652 Sight Words/Phonics Flash Cards, Learn to Read: CVC Blends, Short/Long Vowel Sounds, Dolch & Fry High Frequency Site Words + Games: Preschool PreK Kindergarten 1st 2nd 3rd Grade",34.99,29,Learning & Education Toys,https://m.media-amazon.com/images/I/81opUp6pdBL._AC_UL320_.jpg
Originals Men's Stan Smith (End Plastic Waste) Sneaker,85.00,89,Men's Shoes,https://m.media-amazon.com/images/I/41jua5IBHQL._AC_UL320_.jpg
"VTech Write and Learn Creative Center , White",21.99,93,Learning & Education Toys,https://m.media-amazon.com/images/I/6141dgz+bFL._AC_UL320_.jpg
12 Pcs 4'' Iridescent Ball Christmas Ornament Christmas Plastic Baubles Clear Iridescent Fillable Ornaments Ball Iridescent Christmas Ball Ornaments for Christmas Party Birthday Wedding Decorations,34.99,31,Home Decor Products,https://m.media-amazon.com/images/I/71d1t1iH2aL._AC_UL320_.jpg
"YOCOMEY 2 Packs Over the Door Shoe Organizer, 24 Extra Large Mesh Pockets Hanging Shoe Boots Rack Holder, Closet Hanging Organizers for Storage Sneakers High Heeled Shoes Slippers (White)",19.99,19,Furniture,https://m.media-amazon.com/images/I/71gegBCGb2L._AC_UL320_.jpg
"Chunky Hoop Earrings Set 14K Gold Hoop Earrings for Women Hypoallergenic, Thick Hoops Earring set, Twist Huggie Hoop Earring",13.99,87,Women's Jewelry,https://m.media-amazon.com/images/I/71OL3vJPZgL._AC_UL320_.jpg
"VTech Spin and Learn Color Flashlight Amazon Exclusive, Pink",14.99,94,Learning & Education Toys,https://m.media-amazon.com/images/I/61VsagSXfPL._AC_UL320_.jpg
American Heritage 8” Moc Toe Work Boots For Men Breathable Leather Boots With Slip-Resistant MAXWear Wedge Outsole and Goodyear Storm Welt,253.85,110,Men's Shoes,https://m.media-amazon.com/images/I/71fCpf+5k0L._AC_UL320_.jpg
"Sound Bars for TV, Wired and Wireless Bluetooth 5.0 TV Stereo Speakers Soundbar 32’’ Home Theater Surround Sound System Optical/Coaxial/RCA Connection, Wall Mountable",47.99,14,Home Audio & Theater Products,https://m.media-amazon.com/images/I/515v7SQ+ToL._AC_UL320_.jpg
"Lenovo Ideapad 3i, 15.6"" FHD (1920 x 1080) Anti-Glare Display, Intel Core i3 11th Gen 1115G4 up to 3.00 GHz, 8GB DDR4 RAM, 256GB SSD, Webcam, Bluetooth, Windows 11 Home, Blue, EAT Mouse Pad",399.00,28,Computers & Tablets,https://m.media-amazon.com/images/I/61Qpsca3nbL._AC_UL320_.jpg
"Large Travel Backpack For Women Men,Carry On Backpack,Hiking Backpack Waterproof Outdoor Sports Rucksack Casual Daypack Travel Essentials（Black）",26.99,26,Women's Handbags,https://m.media-amazon.com/images/I/71iCqzNUIfL._AC_UL320_.jpg
"Happy Wax Savory Mix Scented Natural Soy Wax Melts – 8 Oz. of Scented Wax Melts, Made in USA",19.95,119,Home Decor Products,https://m.media-amazon.com/images/I/61qGCe9rb3L._AC_UL320_.jpg
"Temporary Tooth Repair Beads, Broken Teeth Repair Temporary Repair Broken Teeth For Snap Lid Missing[F2]",4.71,90,Beauty & Personal Care,https://m.media-amazon.com/images/I/410+0X2Z0zL._AC_UL320_.jpg
"Rubber Hunting Boots with 800g Insulation, Waterproof Insulated Realtree Xtra Camo Warm Rubber Boots with 7mm Neoprene, Durable Outdoor Hunting Boots for Men (Size 5-14)",116.99,91,Men's Shoes,https://m.media-amazon.com/images/I/71kZEdLPuIL._AC_UL320_.jpg
"Replacement Parts for iRobot Roomba i8 i8+ i7 i7+ i6 i6+ i4 i3 i3+ Plus J7 E5 E6 E7 i&E&J Series Vacuum Cleaner, 1 Set of Multi-Surface Rubber Brushes + 3 HEPA Filters + 3 Edge-Sweeping Brushes",12.99,141,Home Appliances,https://m.media-amazon.com/images/I/617WPVG2MiL._AC_UL320_.jpg
"Headphones Wireless Bluetooth 70 Hours Playtime Bluetooth Headphones with Microphone,3EQ Modes,Over-Ear Headphones HiFi Stereo Foldable Lightweight,Deep Bass for Home Traver Work PC/Callphones",16.99,76,Cell Phones & Accessories,https://m.media-amazon.com/images/I/71ivI5fSTbL._AC_UL320_.jpg
"Hanes Men's Double Tough Crew Socks, 12-Pair Pack",14.98,131,Sports & Fitness,https://m.media-amazon.com/images/I/81iKJ1CM21L._AC_UL320_.jpg
Under Armour Men's Storm Liner,8.84,60,Outdoor Recreation,https://m.media-amazon.com/images/I/41aDehYgDzL._AC_UL320_.jpg
Tonies Halloween Audio Play Character with Spooky Songs,19.99,13,Learning & Education Toys,https://m.media-amazon.com/images/I/71cQWqPiGpL._AC_UL320_.jpg
Natural Elephant Exfoliating Hammam Glove - Pure Black,5.99,7,Skin Care Products,https://m.media-amazon.com/images/I/71Lkd6dc0BL._AC_UL320_.jpg
ELEGOO UNO R3 Project Most Complete Starter Kit with Tutorial Compatible with Arduino IDE (63 Items),59.99,104,Computer Components,https://m.media-amazon.com/images/I/81a-MDAmb8L._AC_UL320_.jpg
"12 Water Filters for Keurig K-Mini, K-Slim, K-Duo, K-Supreme, K-Classic, K-Elite, K-Select, K-Cafe, K-Compact, K-Express - Universal Fit Replacement Water Filter for Keurig Coffee Makers",9.95,45,Home Appliances,https://m.media-amazon.com/images/I/71-A8P++1pL._AC_UL320_.jpg
"HOTWAV R6 Ultra Rugged Tablet Android 13, 15600mAh 10.4 Inch 2K FHD+, 16(8+8Virtual) GB+256GB/(2TB TF) Waterproof Tablet PC, 16MP+16MP Octa-Core IP68&IP69K/Dual SIM 4G LTE/5G WiFi/Face ID/GPS/OTG",289.99,18,Computers & Tablets,https://m.media-amazon.com/images/I/71EzzS8+mCL._AC_UL320_.jpg
"MLVOC Travel Pillow 100% Pure Memory Foam Neck Pillow, Comfortable & Breathable Cover, Machine Washable, Airplane Travel Kit with 3D Contoured Eye Masks, Earplugs, and Luxury Bag, Standard (Black)",19.99,144,Bedding,https://m.media-amazon.com/images/I/81Sydpd7NFL._AC_UL320_.jpg
"AW BRIDAL Ceramic Engagement Gifts For Couples Newly Engaged Unique Coffee Mugs Set Of 2, 12 Oz| Bachelorette Bridal Shower Gift For Bride, Anniversary Wedding Gifts For Couple Housewarming Gift Ideas",24.95,87,Kitchen & Dining,https://m.media-amazon.com/images/I/61gaVlgQ8VL._AC_UL320_.jpg
"Microsoft Surface Pro X – 13"" Touch-Screen – SQ1 - 8GB Memory - 128GB Solid State Drive – Wifi, 4G Lte – Matte Black",446.20,122,Computers & Tablets,https://m.media-amazon.com/images/I/71WPXY5GhgL._AC_UL320_.jpg
CHARMKING Compression Socks for Women & Men Circulation (3 Pairs) 15-20 mmHg is Best Support for Athletic Running Cycling,13.99,81,Outdoor Recreation,https://m.media-amazon.com/images/I/71TDc5P+R9L._AC_UL320_.jpg
Raycon The Everyday Bluetooth Wireless Earbuds with Microphone- Stereo Sound in-Ear Bluetooth Headset True Wireless Earbuds 32 Hours Playtime (Matte Blue),79.99,3,Cell Phones & Accessories,https://m.media-amazon.com/images/I/61h4RXE6jEL._AC_UL320_.jpg
"Gold Hoop Earrings Set for Women, 6 Pairs 14K Gold Plated Lightweight Hypoallergenic Chunky Open Hoops Jewelry for Gift",16.97,20,Women's Jewelry,https://m.media-amazon.com/images/I/71biAvpXE2L._AC_UL320_.jpg
Women's Joy Shoulder Bag,76.49,138,Women's Handbags,https://m.media-amazon.com/images/I/61HReJR8NSL._AC_UL320_.jpg
Utopia Bedding Quilted Fitted Mattress Pad (Queen) - Elastic Fitted Mattress Protector - Mattress Cover Stretches up to 16 Inches Deep - Machine Washable Mattress Topper,21.99,8,Bedding,https://m.media-amazon.com/images/I/810Kq8+YGvL._AC_UL320_.jpg
"Magnetic Wooden Fishing Game Toy for Toddlers, Alphabet Fish Catching Counting Games Puzzle with Numbers and Letters, Preschool Learning ABC and Math Educational Toys for 3 4 5 Years Old Girl Boy Kids",15.90,81,Learning & Education Toys,https://m.media-amazon.com/images/I/81I6v3-wMlL._AC_UL320_.jpg
Women's Lowpointed Low Heel Dress Pump Shoes,47.99,21,Women's Shoes,https://m.media-amazon.com/images/I/61men05KRxL._AC_UL320_.jpg
"Mulberry Silk Pillowcase for Hair and Skin Standard Size 20""X 26"" with Hidden Zipper Soft Breathable Smooth Cooling Pillow Covers for Sleeping(Haze Blue,1Pcs)",11.99,11,Bedding,https://m.media-amazon.com/images/I/61KDq9qn25L._AC_UL320_.jpg
"Arc Water Bottle With Time Marker - Motivational Water Bottles With Times To Drink - BPA Free Frosted Plastic - Gym, Sports, Outdoors (32oz, clear)",15.99,82,Kitchen & Dining,https://m.media-amazon.com/images/I/71MqXSvDq5L._AC_UL320_.jpg
Meta Quest 2 - Advanced All-In-One Virtual Reality Headset - 128 GB (Renewed Premium),269.99,61,Video Games,https://m.media-amazon.com/images/I/61kwRNPtMpL._AC_UY218_.jpg
"PU Leather Bag Purses Sets for Women, Large Tote Bag and Wallet, Portable Quilted Shoulder Bag Versatile Handbag with Purse",34.99,67,Women's Handbags,https://m.media-amazon.com/images/I/51Lz5w6L7YL._AC_UL320_.jpg
"Amazon Basics Computer Monitor TV Replacement Power Cord, 3', Black",6.35,40,Home Audio & Theater Products,https://m.media-amazon.com/images/I/81E-+dyJJvL._AC_UL320_.jpg
Tees Premium Fitted Men's T-Shirts - Crew Neck,109.99,132,Men's Clothing,https://m.media-amazon.com/images/I/514weKQX7vL._AC_UL320_.jpg
"Linenspa Waterproof Smooth Top Premium Twin Mattress Protector, Breathable & Hypoallergenic Twin Mattress Covers - Packaging May Vary, White",15.99,74,Bedding,https://m.media-amazon.com/images/I/71HpMczUGaL._AC_UL320_.jpg
Crossbody Bags for Women 2PCS Vegan Leather Hobo Purses Wallet Set Shoulder Handbags With Wide Shoulder Strap,31.99,59,Women's Handbags,https://m.media-amazon.com/images/I/81gvD4LVipL._AC_UL320_.jpg
Flare Jumpsuits for Women Spaghetti Straps Scoop Neck Bodycon Full Length Casual Unitard Playsuit,36.99,97,Women's Clothing,https://m.media-amazon.com/images/I/51-7Wpo4pRL._AC_UL320_.jpg
Intel Core i7-13700K (Latest Gen) Gaming Desktop Processor 16 cores (8 P-cores + 8 E-cores) with Integrated Graphics - Unlocked,375.99,66,Computer Components,https://m.media-amazon.com/images/I/61m0zH-NiTL._AC_UL320_.jpg
